Coordinates,Attribute1,Attribute2,Metadata_1,Metadata_2,Metadata_3,Metadata_4,Metadata_5,File
"((2, 3), (3, 3))",13,191.15384615384616,500,2,2000,2,60405040205050205060404030304010203060203020304040104020301030405030104060506020602020604050303040,board_n_1200.txt
"((3, 1), (4, 1))",11,157.27272727272728,500,2,2000,2,60405040205050205060404030304010203060203020304040104020301030405030104060506020602020604050303040,board_n_1200.txt
"((3, 4), (3, 5))",1962,559.8580533748747,500,2,2000,2,60405040205050205060404030304010203060203020304040104020301030405030104060506020602020604050303040,board_n_1200.txt
"((2, 3), (3, 3))",19,196.49122807017542,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((2, 4), (3, 4))",16,175.0,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((4, 2), (4, 3))",16,175.625,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((4, 3), (4, 4))",23,224.52173913043478,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((4, 4), (5, 4))",17,185.58823529411765,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((5, 3), (6, 3))",1888,547.0762249461947,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((5, 3), (5, 4))",21,214.0,500,2,2000,2,10405010601050401020404030103030202050604020504060202010505030506050106030206050303030206050602030,board_n_1228.txt
"((1, 0), (2, 0))",49,182.40816326530611,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((1, 2), (1, 3))",1598,506.1525269682335,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((2, 1), (2, 2))",70,214.11428571428573,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((3, 5), (4, 5))",39,162.92307692307693,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((4, 0), (5, 0))",57,197.2280701754386,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((4, 2), (5, 2))",34,147.05882352941174,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((4, 3), (5, 3))",69,213.09178743961354,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((5, 0), (6, 0))",84,226.73809523809524,500,2,2000,2,60401020606040504030201010503020403060306050101030524050502020404010302040602020305050401060206050,board_n_2047.txt
"((0, 2), (1, 2))",224,209.76488095238093,500,2,2000,2,40606020102040202030606030604060402010503010204050401040203050603020303040106020606040603040301040,board_n_2053.txt
"((0, 3), (1, 3))",100,166.8242857142858,500,2,2000,2,40606020102040202030606030604060402010503010204050401040203050603020303040106020606040603040301040,board_n_2053.txt
"((1, 5), (1, 6))",117,176.87179487179486,500,2,2000,2,40606020102040202030606030604060402010503010204050401040203050603020303040106020606040603040301040,board_n_2053.txt
"((5, 3), (5, 4))",1559,338.9504922773039,500,2,2000,2,40606020102040202030606030604060402010503010204050401040203050603020303040106020606040603040301040,board_n_2053.txt
"((2, 1), (3, 1))",570,280.9593149540522,500,2,2000,2,10202040104050402060101050504030502030403010201010306010106050504030303040104020606030406030406020,board_n_260.txt
"((3, 0), (3, 1))",71,173.112676056338,500,2,2000,2,10202040104050402060101050504030502030403010201010306010106050504030303040104020606030406030406020,board_n_260.txt
"((3, 4), (4, 4))",168,231.02380952380952,500,2,2000,2,10202040104050402060101050504030502030403010201010306010106050504030303040104020606030406030406020,board_n_260.txt
"((3, 5), (4, 5))",693,284.9433793719503,500,2,2000,2,10202040104050402060101050504030502030403010201010306010106050504030303040104020606030406030406020,board_n_260.txt
"((4, 4), (4, 5))",108,204.56790123456793,500,2,2000,2,10202040104050402060101050504030502030403010201010306010106050504030303040104020606030406030406020,board_n_260.txt
"((5, 3), (5, 4))",390,267.52136752136784,500,2,2000,2,10202040104050402060101050504030502030403010201010306010106050504030303040104020606030406030406020,board_n_260.txt
"((0, 2), (0, 3))",7,180.0,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((0, 3), (1, 3))",6,153.33333333333334,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((0, 4), (1, 4))",6,156.66666666666666,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((0, 5), (1, 5))",6,120.0,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((0, 5), (0, 6))",7,184.28571428571428,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((1, 3), (1, 4))",6,143.33333333333334,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((3, 3), (4, 3))",1940,885.3301300932739,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((3, 3), (3, 4))",6,150.0,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((4, 4), (5, 4))",8,193.75,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((5, 1), (5, 2))",8,215.625,500,2,2000,2,10206010401060104010601050106050306060301040303010604020401060201010606050104060504020106040103010,board_n_506.txt
"((0, 2), (1, 2))",48,181.47916666666666,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((0, 3), (1, 3))",57,196.73684210526315,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((1, 4), (2, 4))",47,179.27659574468086,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((2, 0), (2, 1))",49,182.29931972789117,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((2, 1), (3, 1))",55,194.49090909090913,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((3, 2), (3, 3))",56,195.26785714285714,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((3, 3), (4, 3))",48,181.4375,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((4, 2), (4, 3))",57,197.28654970760232,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((5, 1), (6, 1))",1452,384.4021710612621,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((5, 2), (6, 2))",131,255.6335877862593,500,2,2000,2,60304020103040103020302040403020405040102010604020306030402020403060306020604020104030603060504030,board_n_512.txt
"((0, 2), (0, 3))",37,150.16216216216216,500,2,2000,2,60304010603040501010203040102040106040106060302010306060103040301060305010206020305030104030503050,board_n_274.txt
"((0, 3), (1, 3))",51,180.94117647058823,500,2,2000,2,60304010603040501010203040102040106040106060302010306060103040301060305010206020305030104030503050,board_n_274.txt
"((2, 5), (2, 6))",1743,469.30054002859515,500,2,2000,2,60304010603040501010203040102040106040106060302010306060103040301060305010206020305030104030503050,board_n_274.txt
"((3, 2), (3, 3))",40,157.34999999999997,500,2,2000,2,60304010603040501010203040102040106040106060302010306060103040301060305010206020305030104030503050,board_n_274.txt
"((4, 0), (4, 1))",38,153.57894736842104,500,2,2000,2,60304010603040501010203040102040106040106060302010306060103040301060305010206020305030104030503050,board_n_274.txt
"((4, 5), (4, 6))",91,222.9120879120879,500,2,2000,2,60304010603040501010203040102040106040106060302010306060103040301060305010206020305030104030503050,board_n_274.txt
"((1, 0), (2, 0))",34,174.47058823529412,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((1, 0), (1, 1))",46,207.6086956521739,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((1, 5), (2, 5))",39,190.92307692307693,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((2, 3), (3, 3))",46,206.20289855072465,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((3, 1), (4, 1))",27,145.99999999999997,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((3, 2), (4, 2))",1733,395.50623746324845,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((3, 2), (3, 3))",38,188.1315789473684,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((3, 3), (4, 3))",37,185.94594594594594,500,2,2000,2,50605020602050604040203060304020305010304040505060106010301060505020103050201060204010504060103030,board_n_2084.txt
"((2, 2), (2, 3))",174,163.97701149425288,500,2,2000,2,40503010506010606040304050601050201060102030404020301030401050206050106050504060501060502010103030,board_n_1599.txt
"((2, 4), (3, 4))",150,155.89999999999995,500,2,2000,2,40503010506010606040304050601050201060102030404020301030401050206050106050504060501060502010103030,board_n_1599.txt
"((3, 0), (4, 0))",1061,258.0431309187199,500,2,2000,2,40503010506010606040304050601050201060102030404020301030401050206050106050504060501060502010103030,board_n_1599.txt
"((3, 5), (3, 6))",177,164.93408662900205,500,2,2000,2,40503010506010606040304050601050201060102030404020301030401050206050106050504060501060502010103030,board_n_1599.txt
"((4, 1), (4, 2))",185,167.25765765765763,500,2,2000,2,40503010506010606040304050601050201060102030404020301030401050206050106050504060501060502010103030,board_n_1599.txt
"((4, 5), (4, 6))",253,181.29907773386037,500,2,2000,2,40503010506010606040304050601050201060102030404020301030401050206050106050504060501060502010103030,board_n_1599.txt
"((0, 2), (0, 3))",108,182.59259259259258,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((0, 3), (1, 3))",107,182.19626168224298,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((0, 3), (0, 4))",98,175.9285714285715,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((1, 2), (2, 2))",122,190.38797814207646,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((1, 2), (1, 3))",116,187.26724137931035,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((3, 2), (3, 3))",1117,419.237853661309,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((4, 3), (4, 4))",191,214.28621291448516,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((5, 0), (5, 1))",70,152.12857142857143,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((5, 3), (5, 4))",71,153.46478873239437,500,2,2000,2,60103040302020304050304010105050303020503010601050201010104050206050202010501030101060506030604050,board_n_2090.txt
"((1, 4), (1, 5))",1365,454.483533926391,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((2, 3), (3, 3))",385,319.4210265924556,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((2, 3), (2, 4))",30,149.20000000000007,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((2, 4), (3, 4))",39,178.33333333333334,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((2, 4), (2, 5))",30,149.66666666666666,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((3, 2), (4, 2))",39,177.6410256410256,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((3, 3), (4, 3))",38,175.71052631578948,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((5, 3), (6, 3))",74,234.93243243243242,500,2,2000,2,50401030204060506040604020306020205020403010303020502050103050301030404020104010203040102060404050,board_n_248.txt
"((0, 4), (0, 5))",21,165.47619047619048,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((1, 5), (2, 5))",22,178.86363636363637,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((2, 4), (2, 5))",24,188.05555555555557,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((2, 5), (3, 5))",19,156.31578947368422,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((2, 5), (2, 6))",26,199.65384615384616,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((3, 2), (4, 2))",21,172.38095238095238,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((3, 2), (3, 3))",39,248.2393162393162,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((4, 2), (4, 3))",23,184.1304347826087,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((5, 0), (6, 0))",20,165.0,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((5, 2), (6, 2))",21,170.95238095238096,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((5, 3), (6, 3))",1741,609.5793194934502,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((5, 4), (6, 4))",23,183.62318840579712,500,2,2000,2,30503060204050601020104040502030203040604020105020505010406020305060203030402060601010303060501030,board_n_1770.txt
"((2, 3), (2, 4))",1956,414.1082383873784,500,2,2000,2,50406250402050306020304050102010104010602040506030601020103050104030403050402020601020206010604020,board_n_2279.txt
"((4, 1), (4, 2))",44,225.92424242424238,500,2,2000,2,50406250402050306020304050102010104010602040506030601020103050104030403050402020601020206010604020,board_n_2279.txt
"((0, 4), (1, 4))",70,270.85714285714295,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((1, 1), (2, 1))",33,202.96969696969697,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((1, 1), (1, 2))",1455,634.1961544755342,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((1, 3), (1, 4))",302,351.09713024282553,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((1, 4), (2, 4))",46,236.6086956521739,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((2, 0), (2, 1))",25,171.6,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((5, 2), (6, 2))",29,189.55172413793105,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((5, 3), (6, 3))",40,222.1,500,2,2000,2,20504010304010204010504050501020404030301050503010304010203040206020505020602060105010402060304010,board_n_1016.txt
"((0, 1), (1, 1))",1685,698.4941029626498,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((0, 4), (1, 4))",22,255.22727272727278,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((1, 4), (1, 5))",22,253.2575757575758,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((2, 2), (3, 2))",14,187.85714285714286,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((2, 4), (3, 4))",18,229.0740740740741,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((2, 5), (3, 5))",19,238.33333333333331,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((3, 0), (3, 1))",37,317.2522522522523,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((3, 3), (4, 3))",14,188.57142857142858,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((3, 3), (3, 4))",19,226.8421052631579,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((3, 4), (4, 4))",16,208.125,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((3, 4), (3, 5))",21,251.42857142857142,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((3, 5), (3, 6))",45,336.0444444444444,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((4, 0), (4, 1))",15,188.0,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((4, 3), (5, 3))",18,224.72222222222223,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((4, 3), (4, 4))",20,243.25,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((5, 1), (5, 2))",15,194.33333333333334,500,2,2000,2,50504040105010606030304030405050403010304060506060304030504040206060406010406030305020405010204050,board_n_1002.txt
"((0, 4), (1, 4))",13,1291.0256410256409,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((1, 3), (2, 3))",1,160.0,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((1, 4), (2, 4))",1,240.0,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((2, 0), (3, 0))",14,1301.3095238095236,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((3, 0), (3, 1))",26,1408.2051282051286,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((3, 2), (4, 2))",262,1622.3893129770993,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((3, 3), (3, 4))",3,730.0,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((3, 4), (4, 4))",1,320.0,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((3, 4), (3, 5))",6,1001.6666666666666,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((4, 1), (4, 2))",1367,1816.474762253111,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((4, 2), (5, 2))",85,1558.6627450980393,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((4, 2), (4, 3))",210,1612.94693877551,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((5, 1), (6, 1))",10,1270.6666666666665,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((5, 4), (6, 4))",1,320.0,500,2,2000,2,60205050102020301040605040204060601020505060503040604020306074304060603040106040501060204040305050,board_n_1764.txt
"((1, 2), (2, 2))",44,163.68181818181813,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((1, 3), (2, 3))",38,149.10526315789474,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((2, 2), (2, 3))",38,150.21052631578948,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((3, 1), (3, 2))",48,172.95833333333334,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((4, 1), (4, 2))",53,181.90566037735843,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((4, 2), (4, 3))",43,161.7441860465116,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((4, 5), (5, 5))",1693,491.0496863837089,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((5, 5), (5, 6))",43,163.30232558139534,500,2,2000,2,40305040305040606020404020503040402050303010403060604020305040103040306050604010304020205040406030,board_n_2245.txt
"((1, 3), (1, 4))",165,163.1757575757575,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((1, 4), (2, 4))",673,217.41300502370345,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((3, 0), (3, 1))",129,148.8682170542635,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((3, 4), (3, 5))",127,147.60629921259843,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((4, 0), (5, 0))",184,168.53985507246378,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((5, 0), (6, 0))",272,186.99387254901953,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((5, 0), (5, 1))",237,180.73417721518982,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((5, 1), (6, 1))",213,175.85446009389668,500,2,2000,2,20201030506030301050402010403060202050404040306020103050502010306010402050501040106050405030203020,board_n_923.txt
"((2, 1), (3, 1))",12,231.25,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((2, 3), (2, 4))",8,170.0,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((2, 4), (3, 4))",1926,881.636041470927,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((3, 3), (4, 3))",9,188.88888888888889,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((3, 3), (3, 4))",9,183.33333333333334,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((4, 2), (5, 2))",10,194.5,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((5, 2), (5, 3))",11,233.1818181818182,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((5, 4), (6, 4))",8,158.75,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((5, 4), (5, 5))",7,148.57142857142858,500,2,2000,2,30603020306020304040102040601050201040101050405030103040202030104040206060206040201040304030104040,board_n_1994.txt
"((0, 5), (1, 5))",118,205.14406779661016,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((2, 2), (3, 2))",166,225.25301204819277,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((2, 3), (3, 3))",87,184.2758620689655,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((3, 2), (3, 3))",64,159.4375,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((3, 3), (4, 3))",64,160.09375,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((3, 5), (4, 5))",238,242.83133253301315,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((3, 5), (3, 6))",87,184.71264367816093,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((5, 1), (6, 1))",1176,294.3411551128386,500,2,2000,2,60405020301030601060501030404030401020602040101040406040605060103040301040206020105040104050605050,board_n_23.txt
"((1, 0), (1, 1))",995,320.9259152907396,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((1, 2), (2, 2))",148,246.786036036036,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((2, 2), (2, 3))",108,226.77777777777777,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((3, 4), (3, 5))",131,238.9592875318066,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((3, 5), (4, 5))",155,249.21505376344084,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((3, 5), (3, 6))",116,231.96264367816093,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((4, 0), (4, 1))",208,264.69711538461564,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((4, 1), (5, 1))",78,202.98717948717947,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((5, 0), (5, 1))",61,182.18579234972677,500,2,2000,2,40501060502050204230603010404010605020603050203040302050205030602030205020505040102030304020204050,board_n_1980.txt
"((0, 2), (0, 3))",71,200.056338028169,500,2,2000,2,40406040202030302030505030205010205060604010504010501050103020302030103060502030505060201030601040,board_n_1758.txt
"((2, 0), (2, 1))",65,192.65128205128207,500,2,2000,2,40406040202030302030505030205010205060604010504010501050103020302030103060502030505060201030601040,board_n_1758.txt
"((2, 3), (2, 4))",62,188.67741935483872,500,2,2000,2,40406040202030302030505030205010205060604010504010501050103020302030103060502030505060201030601040,board_n_1758.txt
